Documento,Placeholder,Linha,Contexto,Severidade,Status,Preenchido Com,Data
GO_LIVE_CHECKLIST.md,[ ],125,- [ ] Slow query log: enabled,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],127,- [ ] Roles configurados (principle of least privilege):,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],128,- [ ] `app_user` (read+write to user_data only),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],129,"- [ ] `app_admin` (all permissions, for backups)",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],130,- [ ] `analytics_read` (read-only on aggregates),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],131,- [ ] `backup_user` (replication + backup only),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],133,- [ ] RLS policies configuradas:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],134,- [ ] `users` table: user segregation,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],135,- [ ] `user_sessions`: temporal isolation,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],136,- [ ] `audit_log`: read-only para app,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],137,- [ ] RLS bypass test: realizado ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],139,- [ ] VPC Security: ✅ (checklist separado em DEPLOY_STANDARDS.md),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],142,- [ ] Service criado e deployado,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],143,- [ ] Service name: `nexus-api`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],144,- [ ] Region: `us-central1`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],145,- [ ] Revision: v1.0.0,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],147,- [ ] Autoscaling configurado:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],148,- [ ] Min instances: 1,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],149,- [ ] Max instances: 10 (adjust if needed),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],150,- [ ] Target CPU: 70%,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],151,- [ ] Target concurrency: 100,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],152,- [ ] Tested under load: ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],154,- [ ] Health checks:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],155,- [ ] Endpoint: `GET /health`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],156,"- [ ] Response: `{ ""status"": ""ok"", ""version"": ""1.0.0"" }`",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],157,- [ ] Interval: 30s,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],158,- [ ] Timeout: 3s,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],159,- [ ] Failure threshold: 3,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],160,- [ ] Success threshold: 1,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],162,- [ ] Resource limits definidos:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],163,- [ ] Memory: 512MB,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],164,- [ ] CPU: 1.0 vCPU,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],165,- [ ] Timeout: 3600s,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],166,- [ ] Concurrency: 100 per instance,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],168,- [ ] VPC Connector criado:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],169,- [ ] Name: `nexus-vpc-connector`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],170,- [ ] Subnet: `10.8.0.0/28`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],171,- [ ] Tested connectivity: ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],172,- [ ] Database accessible from Cloud Run: ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],175,- [ ] SSL Certificate:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],176,- [ ] Domain: `api.nexus.app`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],177,- [ ] Issued by: Google Managed Certificates,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],178,- [ ] Status: Active,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],179,- [ ] Expiry date: [auto-renewal enabled],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[auto-renewal enabled],179,- [ ] Expiry date: [auto-renewal enabled],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],180,- [ ] HTTPS only: enforced (redirect HTTP → HTTPS),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],182,- [ ] Health check:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],183,- [ ] Connected to Cloud Run,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],184,- [ ] Interval: 10s,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],185,- [ ] Timeout: 5s,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],186,- [ ] Path: `/health`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],187,- [ ] Response expected: 200-299,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],189,- [ ] Rate limiting:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],190,- [ ] Per IP: 1000 req/min,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],191,- [ ] Per session: 10000 req/hour,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],192,- [ ] Enforced in: Cloud Armor policy,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],193,- [ ] Tested with load: ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],195,- [ ] WAF Rules configuradas:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],196,- [ ] SQL injection: ENABLED,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],197,- [ ] XSS attack: ENABLED,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],198,- [ ] RFI/LFI: ENABLED,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],199,- [ ] Cross-site scripting: ENABLED,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],200,- [ ] OWASP rules: v4.0,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],201,- [ ] Tested false positives: none,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],203,- [ ] DDoS Protection:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],204,- [ ] Cloud Armor: ENABLED,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],205,- [ ] Geo-blocking: [if needed],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[if needed],205,- [ ] Geo-blocking: [if needed],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],206,- [ ] Adaptive protection: learning mode,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],207,- [ ] Layer 3/4 DDoS: built-in to GCP,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],214,- [ ] SAST Scanning:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],215,- [ ] Tool: SonarQube / Semgrep,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],216,- [ ] Result: **0 HIGH vulnerabilities** ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],217,- [ ] Result: **0 CRITICAL vulnerabilities** ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],218,- [ ] Medium/Low: acceptable with justification,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],219,- [ ] Report: [link to latest report],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],220,- [ ] Date: ________,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],222,- [ ] Dependency Scanning:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],223,- [ ] Tool: npm audit / OWASP DependencyCheck,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],224,- [ ] Result: **0 known vulnerabilities** ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],225,- [ ] All transitive deps checked,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],226,- [ ] Lock file: committed (package-lock.json),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],227,- [ ] Automatic scanning: enabled,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],228,- [ ] Report: [link],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],230,- [ ] Container Scanning:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],231,- [ ] Image: `gcr.io/nexus-prod/api:1.0.0`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],232,- [ ] Scan result: **0 vulnerabilities** ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],233,- [ ] Base image: distroless/nodejs20 (minimal),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],234,- [ ] Image size: [XX MB],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[XX MB],234,- [ ] Image size: [XX MB],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],235,- [ ] Non-root user: ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],236,- [ ] Scan date: ________,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],239,- [ ] Secrets stored in Secret Manager:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],240,- [ ] `CLERK_SECRET_KEY`: [date stored],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[date stored],240,- [ ] `CLERK_SECRET_KEY`: [date stored],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],241,- [ ] `DATABASE_URL`: [date stored],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[date stored],241,- [ ] `DATABASE_URL`: [date stored],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],242,- [ ] `REDIS_PASSWORD`: [date stored],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[date stored],242,- [ ] `REDIS_PASSWORD`: [date stored],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],243,- [ ] API keys (third-party): [list all],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[list all],243,- [ ] API keys (third-party): [list all],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],245,- [ ] No hardcoded secrets:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],246,- [ ] git-secrets: INSTALLED + ACTIVE ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],247,- [ ] Pre-commit hook: CONFIGURED ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],248,- [ ] Last commit scan: PASSED ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],249,- [ ] Git history clean: verified,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],251,- [ ] Audit logging ativo:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],252,- [ ] Access logs: CloudLogging enabled ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],253,- [ ] All secret access logged,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],254,- [ ] Rotation policy: 90 days automatic,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],255,- [ ] Manual rotation tested: ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],257,- [ ] Encryption:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],258,- [ ] Data at rest: Cloud KMS encryption,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],259,- [ ] Data in transit: TLS 1.3,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],260,- [ ] Encryption key: Customer managed (if required),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],261,- [ ] Key rotation: automatic,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],264,- [ ] Password hashing:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],265,- [ ] Algorithm: bcrypt,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],266,- [ ] Rounds: 12+,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],267,- [ ] Salt: unique per user,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],268,- [ ] Never logged: verified,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],270,- [ ] Session management:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],271,- [ ] Session timeout: 30 min (web),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],272,- [ ] Session timeout: 8h (mobile),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],273,- [ ] Secure flag: enabled (HTTPS only),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],274,- [ ] HttpOnly flag: enabled (no JavaScript access),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],275,- [ ] SameSite: Strict,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],276,- [ ] CSRF token: enabled and tested,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],283,- [ ] Aggregation configured:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],284,- [ ] All services sending logs: ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],285,- [ ] Log aggregation: ENABLED,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],286,- [ ] Retention: 30 days (customizable),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],287,- [ ] Log indexing: ENABLED (searchable),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],288,- [ ] Export to Cloud Storage: CONFIGURED,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],289,- [ ] Archive retention: 1 year minimum,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],292,- [ ] Dashboards created:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],293,"- [ ] **Overview:** key metrics (RPM, error rate, P95 latency)",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],294,"- [ ] **Database:** connections, queries, slow query log",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],295,"- [ ] **API:** latency histogram, status codes, endpoints",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],296,"- [ ] **Infrastructure:** CPU, memory, disk, network",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],298,- [ ] Alerts configured (with escalation):,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],299,- [ ] Error rate >1% for 5 min → **PAGERDUTY**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],300,- [ ] Database slow query (>1s) → **EMAIL**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],301,- [ ] High CPU (>80% for 10 min) → **PAGERDUTY**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],302,- [ ] High memory (>80% for 10 min) → **EMAIL**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],303,- [ ] Disk usage (>80%) → **EMAIL**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],304,- [ ] Backup failure → **PAGERDUTY + EMAIL**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],305,- [ ] Certificate expiry (<30 days) → **EMAIL**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],306,- [ ] Quota exceeded → **PAGERDUTY**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],308,- [ ] Escalation policy defined:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],309,"- [ ] Level 1: On-call engineer (email, auto-created incident)",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],310,- [ ] Level 2: Team lead (SMS + page),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],311,"- [ ] Level 3: CTO (video call, if critical)",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],314,- [ ] Instrumentation:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],315,- [ ] API requests: traced,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],316,- [ ] Database calls: traced,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],317,- [ ] External API calls: traced,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],319,- [ ] Latency thresholds & monitoring:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],320,- [ ] P50: <100ms (target),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],321,- [ ] P95: <500ms (alert if >1000ms),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],322,- [ ] P99: <2s (alert if >3s),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],323,- [ ] Sampling: 10% (adjustable),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],326,- [ ] Cloud Error Reporting:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],327,- [ ] ENABLED ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],328,- [ ] Error grouping: automatic,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],329,- [ ] Stack traces: collected + stored,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],330,- [ ] New error alerts: ENABLED,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],331,- [ ] Alert recipients: [email list],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],338,- [ ] Automated backup:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],339,- [ ] Schedule: Daily at 02:00 UTC,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],340,- [ ] Retention: 30 days,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],341,- [ ] Multi-AZ failover: ENABLED,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],342,- [ ] Backup size: [XX GB],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[XX GB],342,- [ ] Backup size: [XX GB],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],344,- [ ] Manual snapshot:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],345,- [ ] Created: [date],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],346,- [ ] Name: `nexus-prod-backup-2026-01-02`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],347,- [ ] Size: [XX GB],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[XX GB],347,- [ ] Size: [XX GB],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],348,- [ ] Stored in: Cloud Storage (multi-region),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],350,- [ ] Restore test (OBRIGATÓRIO):,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],351,- [ ] Restore environment created,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],352,- [ ] Data integrity verified: ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],353,- [ ] Restore time: <30 min (documented),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],354,- [ ] Tested on: [date],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],355,"- [ ] Tested by: [name, title]",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],356,"- [ ] Signed off: [signature, date]",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,"[signature, date]",356,"- [ ] Signed off: [signature, date]",🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],357,- [ ] Result: SUCCESS ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],360,- [ ] RTO (Recovery Time Objective): **1 hour**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],361,- [ ] Procedure: Multi-AZ failover,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],362,- [ ] Tested: ✅ (date: ________),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],363,- [ ] Documented: [link to runbook],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],365,- [ ] RPO (Recovery Point Objective): **5 minutes**,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],366,- [ ] Mechanism: Continuous WAL archiving,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],367,- [ ] Validated: ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],368,- [ ] Tested restore: ✅,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],370,- [ ] Failover procedure:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],371,- [ ] Step-by-step runbook: [link],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],372,- [ ] Automated failover: ENABLED,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],373,- [ ] Manual failover tested: ✅ (date: ________),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],374,- [ ] Time to manual failover: [XX min],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[XX min],374,- [ ] Time to manual failover: [XX min],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],375,- [ ] Team trained: ✅ (date: ________),🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],376,- [ ] Next training: [schedule],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[schedule],376,- [ ] Next training: [schedule],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],378,- [ ] Communication plan:,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],379,- [ ] Stakeholder notification template: [document],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[document],379,- [ ] Stakeholder notification template: [document],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],380,- [ ] Update frequency: every 15 min,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],381,- [ ] Status page: `status.nexus.app`,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],382,- [ ] Automated status updates: [configured],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[configured],382,- [ ] Automated status updates: [configured],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ANDROID],388,### 3.1 GOOGLE PLAY STORE [ANDROID],🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],391,- [ ] Account criada,🟢 MÉDIO,⏳ Pendente,,
GO_LIVE_CHECKLIST.md,[ ],392,- [ ] Email: [primary-email@domain.com],🟢 MÉDIO,⏳ Pendente,,
